Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,WT_1,WT_2,WT_3,MUT_1,MUT_2,MUT_3
773,Tb927.10.15430:mRNA-p1,-0.549754,5.8344318128432935,0.07525048291189819,"Ankyrin repeats (3 copies), putative",1127087.375,1418994.375,51750.54296875,890758.875,1006609.375,968927.375
774,Tb927.10.15440:mRNA-p1,0.525247,6.165544219858665,0.07262450348680184,"hypothetical protein, conserved",2049531.25,2091751.625,2042526.375,1753493.5,1920744.625,1854024.875
775,Tb927.10.15450:mRNA-p1,0.455413,5.489238248311009,0.06190577156920337,"hypothetical protein, conserved",437829.65625,446727.8125,413373.84375,385021.6875,377117.28125,407822.40625
776,Tb927.10.15470:mRNA-p1,-0.558611,4.048026558127158,0.07525048291189819,"hypothetical protein, conserved",49269.890625,0.0,0.0,0.0,4568.66015625,1999.6119384765625
777,Tb927.10.15490:mRNA-p1,-5.301898,4.191937377857063,0.4724989890188798,"GDP-mannose 4,6 dehydratase",0.0,0.0,0.0,36628.14453125,0.0,25592.697265625
778,Tb927.10.1550:mRNA-p1,-3.191415,5.678125059969861,0.3369212866213041,proteasome regulatory non-ATP-ase subunit 5,543474.625,567528.875,560993.0625,696721.25,732286.75,711529.5
779,Tb927.10.15500:mRNA-p1,1.707496,4.552280663992489,0.22247168491744213,"SNARE protein, putative",64307.734375,72027.71875,31511.71484375,35274.7578125,49293.7890625,32920.25
780,Tb927.10.15520:mRNA-p1,5.588507,5.489516642869813,0.4916319090476624,"signal recognition particle protein, putative",460319.1875,495289.28125,536479.375,325411.53125,343782.09375,308193.71875
781,Tb927.10.15530:mRNA-p1,0.923322,4.898923333027422,0.12799531956505222,"ABC transport system ATP-binding protein, putative",124786.5234375,93082.7734375,130258.3203125,82932.953125,103850.7890625,98967.8125
782,Tb927.10.15540:mRNA-p1,0.179292,4.632998455830809,0.004334098797384714,predicted VPS53-like domain protein,151993.484375,48315.140625,21202.8359375,28670.146484375,51550.9765625,41885.88671875
783,Tb927.10.15550:mRNA-p1,-0.361749,4.470480737246808,0.047585368621234414,"hypothetical protein, conserved",35336.734375,35657.72265625,43819.3203125,43671.6640625,49065.96484375,28797.697265625
784,Tb927.10.15570:mRNA-p1,0.769828,4.608293832262271,0.10684878687013409,"transcription factor IIa, putative",51317.05859375,57978.40234375,66827.0625,50018.875,53059.53125,45416.05859375
785,Tb927.10.15580:mRNA-p1,0.509068,5.695919247339005,0.07096955834711728,"dynein light chain, putative",643785.8125,751718.8125,699701.0,591699.625,701508.8125,583574.3125
786,Tb927.10.15590:mRNA-p1,-1.222705,5.027886320185952,0.16475980660101783,"macrophage infectivity potentiator, precursor, putative",143251.59375,137913.828125,120648.8515625,133587.796875,178327.46875,139313.796875
787,Tb927.10.1560:mRNA-p1,-0.426662,6.173884413941852,0.058240186185304646,Nucleolar protein 91,2061134.25,1903230.875,2126573.0,2121457.75,1842506.625,1884262.25
788,Tb927.10.15640:mRNA-p1,9.0061,4.804670287108935,0.6775532772396063,"WD domain, G-beta repeat, putative",103445.8359375,116703.78125,100403.5234375,52859.8203125,67554.859375,69245.671875
789,Tb927.10.15660:mRNA-p1,0.896121,6.167017569675115,0.12437162891500309,"hypothetical protein, conserved",2165989.25,2079556.5,2131369.75,1775417.5,1688971.375,1910568.75
790,Tb927.10.15680:mRNA-p1,-0.171037,4.378764029928969,0.003203853078652849,"hypothetical protein, conserved",30549.921875,34343.2421875,26101.48046875,43980.2578125,13011.7744140625,43365.640625
791,Tb927.10.15700:mRNA-p1,8.155721,5.579692620761307,0.63785695041804,"hypothetical protein, conserved",545373.3125,515508.625,861641.0,404658.84375,308129.21875,404040.90625
792,Tb927.10.15710:mRNA-p1,-4.259428,5.303178064895168,0.4181413266962871,mitochondrial carrier protein,208017.40625,223396.84375,244557.46875,288012.90625,334492.21875,309445.75
793,Tb927.10.15720:mRNA-p1,-2.055039,5.372828176064699,0.25504239000301376,proteasome regulatory non-ATP-ase subunit 9,271603.625,275764.34375,317040.09375,345118.25,345094.25,333004.125
794,Tb927.10.15730:mRNA-p1,-0.642794,5.484546289731262,0.08821937265256036,"SPRY domain/Ankyrin repeats (3 copies), putative",423307.34375,425844.59375,371842.40625,401658.96875,409080.0,409640.5625
795,Tb927.10.15740:mRNA-p1,-2.242601,4.551790064809204,0.2662571992106319,"hypothetical protein, conserved",34714.0078125,41979.3359375,48925.3359375,62261.9140625,42625.69921875,54507.515625
796,Tb927.10.15750:mRNA-p1,0.362999,6.733926430440807,0.04775500638563101,Tripartite attachment complex protein 197,7631305.0,7308150.0,7526054.5,6639593.5,7466296.5,6781313.5
797,Tb927.10.15760:mRNA-p1,1.107297,7.206400438783378,0.15075876334200258,"hypothetical protein, conserved",23594054.0,24225376.0,22776444.0,18743496.0,19590216.0,19744288.0
798,Tb927.10.15770:mRNA-p1,0.585506,5.445787555138408,0.08022132287673323,"hypothetical protein, conserved",391735.625,438645.03125,360254.8125,339156.0625,356902.6875,346237.21875
799,Tb927.10.1580:mRNA-p1,2.966255,5.662283951207295,0.321545358579602,MICOS complex subunit MIC10-1,727544.9375,659072.8125,737683.6875,543780.6875,501640.09375,506253.03125
800,Tb927.10.15800:mRNA-p1,-3.330471,5.236952112593845,0.34673923396285417,"actin related protein 2, putative",30612.75390625,177402.0,258835.53125,398885.625,139205.578125,375565.9375
801,Tb927.10.15810:mRNA-p1,1.103396,5.013807196640425,0.15072803792992553,"Fcf1, putative",144274.515625,154613.8125,153112.078125,125846.1640625,125307.6875,122677.9453125
802,Tb927.10.15840:mRNA-p1,1.805926,4.6967694259086645,0.23165794135546666,"hypothetical protein, conserved",68074.859375,79685.359375,76804.953125,60703.88671875,54197.37890625,58502.3046875
803,Tb927.10.15870:mRNA-p1,-1.090538,5.338158529862902,0.14975823287509044,"RNA binding protein, putative",282734.59375,201014.921875,335085.0625,310926.65625,322491.875,290539.90625
804,Tb927.10.1590:mRNA-p1;Tb927.9.15210:mRNA-p1,11.858076,7.19706470693344,0.7744581228127693,"ribosomal protein L36, putative;ribosomal protein L36, putative",26351836.0,28365798.0,26119898.0,13813817.0,16025781.0,15260247.0
805,Tb927.10.15940:mRNA-p1,-1.110498,5.821009574476358,0.15075876334200258,"cation transporter, putative",943125.3125,774622.8125,845861.75,941981.625,878390.5625,913854.9375
806,Tb927.10.15960:mRNA-p1,-7.208426,4.05241356605561,0.5887170869826158,"hypothetical protein, conserved",5095.7099609375,0.0,15797.443359375,14710.8095703125,0.0,32083.958984375
807,Tb927.10.1600:mRNA-p1,5.301898,3.985201636115769,0.4724989890188798,"Aminoacyltransferase ATEL1, putative",15086.640625,23564.943359375,0.0,0.0,0.0,0.0
808,Tb927.10.16020:mRNA-p1,1.092355,3.8390285969982116,0.14975823287509044,"pre-RNA processing PIH1/Nop17, putative",5095.1015625,7961.76416015625,16990.01171875,0.0,11362.3046875,0.0
809,Tb927.10.16030:mRNA-p1,-2.302585,3.9083455261409052,0.2662571992106319,"mitogen activated protein kinase 4, putative",0.0,0.0,0.0,24283.7265625,0.0,0.0
810,Tb927.10.16040:mRNA-p1,-5.788817,4.5258973699852305,0.5040396051182948,"oxidoreductase-protein, putative",0.0,6070.6298828125,0.0,0.0,13530.2353515625,148218.90625
811,Tb927.10.16100:mRNA-p1,0.836889,5.1649593754641385,0.11654298682328129,"FK506-binding protein (FKBP)-type peptidyl-prolyl isomerase, putative",170361.140625,217553.421875,249500.140625,158254.1875,125043.328125,248909.59375
812,Tb927.10.16120:mRNA-p1,-15.170659,5.840231657769293,0.8631209601244828,inosine-5'-monophosphate dehydrogenase,556971.0,589715.125,600097.0625,1281421.25,1288229.5,1221155.0
813,Tb927.10.16180:mRNA-p1,13.141791,6.894487143030543,0.7975934273606208,"hypothetical protein, conserved",14706710.0,14423892.0,11875039.0,10218056.0,5491871.0,6029130.0
814,Tb927.10.1620:mRNA-p1,1.896538,5.838727669802172,0.24105784423266102,"phosphoserine/threonine/tyrosine-binding protein, putative",989074.875,1070163.875,1050492.125,835556.125,829897.25,743260.8125
815,Tb927.10.1630:mRNA-p1,0.330598,4.934824970198742,0.04219643895485058,atp-binding cassette sub-family e member 1,99857.4453125,93898.4921875,145360.84375,59962.0625,180717.1875,108711.375
816,Tb927.10.1660:mRNA-p1,-0.631959,5.0573925675385665,0.08676912888643946,"hypothetical protein, conserved",130150.1875,199334.515625,130979.2265625,142438.9375,169165.09375,140946.5
817,Tb927.10.1680:mRNA-p1,2.289519,4.675681508015445,0.2662571992106319,histone deacetylase 1,63165.58984375,62643.27734375,94319.4921875,36770.23828125,63277.859375,58929.46875
818,Tb927.10.1690:mRNA-p1,-10.9282,4.717563757275355,0.7620041072281486,"cytosolic Fe-S cluster assembly factor NBP35, putative",0.0,0.0,11748.2978515625,0.0,152818.3125,96359.4921875
819,Tb927.10.170:mRNA-p1,0.356011,6.590346953343368,0.046385258309359446,"pseudouridine synthase, Cbf5p",5224530.5,5506365.0,5446224.5,5084629.0,4998642.0,4888081.5
820,Tb927.10.1720:mRNA-p1,2.546337,5.968901630457235,0.2897979853446152,"ATP-dependent DEAD/H RNA helicase, putative",1354275.625,1542678.25,1385450.0,1135709.0,979533.25,1049517.75
821,Tb927.10.1730:mRNA-p1,-6.622585,5.150049830561102,0.5548786144324985,"Polyadenylation mediator complex protein PAMC3, putative",150425.515625,160955.28125,125588.640625,222260.953125,254926.0,215992.828125
822,Tb927.10.1740:mRNA-p1,-1.004022,4.391054102169639,0.13857910597195305,"hypothetical protein, conserved",31591.97265625,31958.84375,29525.4140625,27492.43359375,38917.80859375,37358.4921875
823,Tb927.10.1770:mRNA-p1,0.482542,3.815496142715591,0.06743999381392399,hypothetical protein,0.0,14197.599609375,12337.185546875,4852.6689453125,0.0,7837.287109375
824,Tb927.10.180:mRNA-p1,-2.191567,4.91145062193458,0.2662571992106319,"ATP synthase F1 subunit gamma protein, putative",104345.75,92664.1640625,101228.0,123552.984375,110782.2265625,119856.9140625
825,Tb927.10.1810:mRNA-p1,1.924971,4.903269025785504,0.24570518979455222,"RING-H2 zinc finger, putative",113832.234375,124765.234375,122964.7578125,96174.765625,86827.890625,95689.0234375
826,Tb927.10.1830:mRNA-p1,0.704001,5.480536813274269,0.0971869640277898,"syntaxin, putative",48533.078125,736148.4375,768847.0,63905.03515625,730694.5625,70810.234375
827,Tb927.10.1850:mRNA-p1,-5.301898,4.212483248140101,0.4724989890188798,"WD domain, G-beta repeat, putative",0.0,0.0,0.0,0.0,39665.68359375,25569.865234375
828,Tb927.10.1860:mRNA-p1,-0.495358,5.375645001721628,0.06833876031551878,"hypothetical protein, conserved",347818.71875,403302.71875,213649.1875,350214.03125,380407.4375,204515.546875
829,Tb927.10.1870.1:mRNA-p1;Tb927.10.1870.2:mRNA-p1,-1.513122,4.6323190894107125,0.1995441266812878,"LSU ribosomal protein, mitochondrial, putative;LSU ribosomal protein, mitochondrial, putative",56737.78125,44891.3671875,60178.828125,64438.05078125,55009.08984375,61826.23828125
830,Tb927.10.1890:mRNA-p1,-1.074851,6.186898119962831,0.14912718224405175,"cysteine peptidase, Clan CA, family C2, putative",1974986.5,2095480.75,1881366.375,2048849.375,2334397.25,1967258.0
831,Tb927.10.190:mRNA-p1,7.681957,6.176121537741519,0.6121476472369568,"40S ribosomal protein S6, putative",2644330.25,2537847.75,2238351.75,1538343.875,1557297.625,1484652.875
832,Tb927.10.1900:mRNA-p1,9.952869,5.677868087548459,0.7184212649762483,"DNA topoisomerase IA, putative",788415.8125,869273.0,751998.875,463401.96875,459404.25,477784.9375
833,Tb927.10.1910:mRNA-p1,-2.302585,2.860888874133974,0.2662571992106319,"STE/STE11 serine/threonine-protein kinase, putative",0.0,0.0,0.0,2171.387451171875,0.0,0.0
834,Tb927.10.1950:mRNA-p1,-10.169875,4.091245969608652,0.7262119204324795,"leucine-rich repeat protein (LRRP), putative",9900.0439453125,10972.017578125,9551.3203125,36038.65625,12441.5263671875,19792.34375
835,Tb927.10.1960:mRNA-p1,-1.624042,5.735083083663663,0.21225622835353336,"hypothetical protein, conserved",628381.5,709323.0625,702618.375,782949.875,770626.3125,752923.375
836,Tb927.10.1970:mRNA-p1,-0.478649,6.342124818437931,0.06682158610430552,"CHAT domain containing protein, putative",3104685.5,2921558.0,2871311.25,2730153.25,2842074.5,3118137.75
837,Tb927.10.1980:mRNA-p1,4.624922,5.895851563309106,0.44633538862362376,"hypothetical protein, conserved",1302198.375,1219425.375,1214048.25,952289.375,840231.5,766009.8125
838,Tb927.10.1990:mRNA-p1,-2.244046,4.7458806098397845,0.2662571992106319,"major vault protein, putative",64408.6796875,63045.35546875,75832.84375,79357.8515625,76204.578125,86767.09375
839,Tb927.10.200:mRNA-p1,0.522908,6.1106852710537805,0.07262450348680184,"vacuolar ATP synthase, putative",1752436.0,1865219.875,1808633.5,1498215.25,1934838.875,1462915.125
840,Tb927.10.2000.1:mRNA-p1;Tb927.10.2000.2:mRNA-p1,1.774274,5.139711046238215,0.22835373535012438,"actin-like protein, putative;actin-like protein, putative",201432.734375,191327.59375,226914.796875,176278.703125,144300.8125,163307.8125
841,Tb927.10.2010:mRNA-p1,0.372279,6.164737935912829,0.04906587253886923,hexokinase,2246744.25,2009228.0,1784833.125,1727704.75,1486745.875,2435092.5
842,Tb927.10.2020:mRNA-p1,2.264453,5.683979550696493,0.2662571992106319,hexokinase,598070.875,942678.75,666574.75,339178.71875,742989.4375,574784.375
843,Tb927.10.2030:mRNA-p1,44.917801,4.414082028173537,1.3863695650747594,"Pentatricopeptide repeat protein (PPR), putative",26540.86328125,76838.78125,64186.77734375,11916.7958984375,11875.45703125,16205.865234375
844,Tb927.10.2040:mRNA-p1,0.83904,5.034907681499372,0.11658842699930004,"STE group serine/threonine-protein kinase, putative",144205.046875,156566.625,168976.0625,138711.421875,129868.9375,128618.875
845,Tb927.10.2060:mRNA-p1,7.242087,5.013078470309829,0.5902358957336538,"hypothetical protein, conserved",170962.6875,182658.875,154336.203125,112010.6328125,96087.5625,108391.6796875
846,Tb927.10.2080:mRNA-p1,0.404553,5.280289918526082,0.05251726344308138,"hypothetical protein, conserved",260712.09375,279496.1875,257954.609375,251321.640625,234468.078125,241423.171875
847,Tb927.10.210:mRNA-p1,-3.471515,5.231459302685651,0.3603043825559471,GPI transamidase component GAA1,189240.34375,203644.265625,193258.234375,226776.65625,266283.0625,283954.5
848,Tb927.10.2120:mRNA-p1,-0.242602,4.116205459002972,0.015216236113747977,"U1 small nuclear ribonucleoprotein C, putative",0.0,26958.470703125,0.0,25304.4296875,0.0,0.0
849,Tb927.10.2130:mRNA-p1,0.122527,5.7013218510229855,-0.0,"Vps51/Vps67, putative",556789.6875,392552.9375,1379372.75,932796.8125,708365.0625,51831.23046875
850,Tb927.10.2190:mRNA-p1,0.567294,6.619505081204613,0.07693222252350593,"Protein of unknown function (DUF667), putative",5906496.5,5787849.5,5965222.0,5481718.5,5273471.0,4896796.5
851,Tb927.10.220:mRNA-p1;Tb927.10.6370:mRNA-p1,9.258927,6.270907972991444,0.6902421176836343,"60S ribosomal protein L37a, putative;60S ribosomal proteins L37, putative",3403728.25,2826007.25,3193195.5,1681254.25,1853090.0,1970586.0
852,Tb927.10.2200:mRNA-p1,-5.794548,5.475523521522808,0.5040396051182948,"hypothetical protein, conserved",332111.4375,305887.84375,308935.96875,461720.21875,513828.8125,468691.40625
853,Tb927.10.2240:mRNA-p1,-0.612106,6.315046640510161,0.08380407268352258,RNA binding protein,2891776.25,2711933.0,2640346.0,2622228.0,2939405.25,2719114.5
854,Tb927.10.2250:mRNA-p1,0.893194,4.710743314210539,0.12408835252819826,"ubiquitin-conjugating enzyme variant Kua homologue, putative",52074.2109375,67768.6171875,118774.421875,74008.890625,48986.5859375,49369.60546875
855,Tb927.10.2260:mRNA-p1,1.161879,4.342213828670002,0.1585279029301806,"Ubiquitin family, putative",40078.52734375,21646.50390625,28113.45703125,59536.0859375,9561.5810546875,16970.359375
856,Tb927.10.2270:mRNA-p1,-4.135361,5.569246474607106,0.41161623162127225,"vacuolar protein sorting-associated protein 35, putative",445881.25,335469.71875,476354.34375,608945.1875,504316.59375,596150.8125
857,Tb927.10.2290:mRNA-p1,-0.721799,6.039237019396922,0.09955093671789222,"chaperone protein DnaJ, putative",1301759.5,1632170.375,1404882.625,1525340.25,1551360.125,1340903.375
858,Tb927.10.230:mRNA-p1,2.293236,5.179549579079453,0.2662571992106319,"proteasome subunit alpha type-5, putative",225589.09375,239734.09375,227114.03125,157061.640625,161705.46875,198378.96875
859,Tb927.10.2300:mRNA-p1,-81.010252,4.26465803151058,1.80799040734633,"hypothetical protein, conserved",3773.080322265625,5253.0146484375,7698.66015625,50787.13671875,40117.56640625,39507.6796875
860,Tb927.10.2310:mRNA-p1,0.385042,5.2584148562735615,0.04978610379569552,"hypothetical protein, conserved",260922.6875,248446.78125,245960.609375,239819.25,230270.140625,225026.78125
861,Tb927.10.2320:mRNA-p1,0.520627,6.061537708838428,0.07251158240402754,Nucleoporin NUP41,1483634.5,1618738.75,1778199.5,1428204.5,1358533.125,1550486.125
862,Tb927.10.2350:mRNA-p1,-10.936074,5.415888391480619,0.7620041072281486,"pyruvate dehydrogenase complex E3 binding protein, putative",234039.171875,245950.8125,238178.765625,436078.90625,458135.0,471993.4375
863,Tb927.10.2370:mRNA-p1,6.830267,5.231244393849244,0.5657984856224377,"Lupus La protein homolog, putative",254066.75,292635.0,288287.6875,180266.140625,157707.421875,189519.671875
864,Tb927.10.2380:mRNA-p1,1.270085,6.410715537134255,0.1707412674507089,"Tetratricopeptide repeat, putative",4139399.75,3617826.25,3668898.25,2921919.25,3100326.0,3148691.25
865,Tb927.10.240:mRNA-p1,1.169657,6.402520956808754,0.15930436826989156,"peroxin 14, putative",3791436.0,4056386.5,3337490.25,3069635.75,2840145.25,3116970.25
866,Tb927.10.2410:mRNA-p1,4.892048,5.092730463479472,0.46356782417798653,"MSP-C, putative",201333.84375,214525.65625,179948.078125,115923.9921875,138359.21875,140321.234375
867,Tb927.10.2440:mRNA-p1,-15.051486,5.2838566153928515,0.8603097783470773,Metacaspase-4,173475.734375,164571.03125,150637.421875,342397.5,356718.09375,350155.0
868,Tb927.10.2470:mRNA-p1,-7.830379,5.52324396399996,0.6213296147920171,"Cleft lip and palate transmembrane protein 1 (CLPTM1), putative",302515.46875,334679.0625,356975.8125,575092.9375,535126.375,564509.25
869,Tb927.10.2480:mRNA-p1,-1.029698,5.298474860194941,0.14185396387051147,"hypothetical protein, conserved",258496.78125,252370.515625,263068.0,280843.3125,251314.78125,284510.0
870,Tb927.10.2490:mRNA-p1,-3.992008,4.62117374451329,0.4018334875332216,glucose-6-phosphate 1-dehydrogenase,45040.46875,50497.71875,45539.5,60857.2578125,76279.5703125,56174.10546875
871,Tb927.10.250:mRNA-p1,1.021186,4.925815592676022,0.14068153490288385,"hypothetical protein, conserved",128965.5,119450.6640625,119696.890625,108860.03125,95143.1328125,102255.140625
872,Tb927.10.2510:mRNA-p1,-2.311261,4.630859985239189,0.26753386379457866,"hypothetical protein, conserved",36052.63671875,15195.5087890625,47899.12109375,89624.265625,120027.6640625,33131.41015625
873,Tb927.10.2520:mRNA-p1,1.141629,5.636464437468526,0.15492057300524945,PrimPol-like protein 2,577246.25,698556.75,633339.375,529217.1875,508719.96875,516721.90625
874,Tb927.10.2530:mRNA-p1,-6.644252,5.69820662292124,0.5552995708658582,"adenylate kinase, putative",439970.34375,448357.8125,651412.125,858528.0,759405.25,835290.0625
875,Tb927.10.2540:mRNA-p1,-8.686567,6.09283636940606,0.6615036646925184,"adenylate kinase, putative",1280815.375,960199.5625,1298682.25,2120015.5,2534919.75,1711994.625
876,Tb927.10.2560:mRNA-p1,-36.84317,5.492896256075076,1.257431965633858,mitochondrial malate dehydrogenase,187129.390625,185877.859375,203921.8125,625555.875,648018.125,638264.25
877,Tb927.10.2570:mRNA-p1,-12.71839,4.518625139448869,0.7858186913361793,"lysosomal alpha-mannosidase precursor, putative",34832.0390625,32169.57421875,19608.572265625,47476.015625,69072.609375,60899.57421875
878,Tb927.10.2580:mRNA-p1,3.498214,5.385696564472003,0.36284062001193607,"Nucleolar protein 12 (25kDa), putative",357777.15625,437881.625,344243.9375,276719.5,274819.375,252951.65625
879,Tb927.10.260:mRNA-p1,-0.09385,4.114040729225259,-0.0,"BolA-like protein, putative",0.0,26865.802734375,6833.2626953125,6186.591796875,2615.218017578125,48511.08984375
880,Tb927.10.2610:mRNA-p1,12.745605,4.451119232096209,0.7864291215453812,"Domain of unknown function (DUF1935), putative",50833.765625,49735.9609375,45851.88671875,24506.046875,26739.34375,28376.361328125
881,Tb927.10.2620:mRNA-p1,14.380784,4.455584962606062,0.8414867373835682,"CS domain containing protein, putative",51925.01953125,51327.25,49149.94921875,23437.515625,17692.115234375,34847.93359375
882,Tb927.10.2630:mRNA-p1,1.447517,4.2821466891753355,0.19181604468018512,"Regulator of Vps4 activity in the MVB pathway, putative",29553.3125,33301.5703125,23791.7890625,22055.81640625,20973.646484375,23507.326171875
883,Tb927.10.2640:mRNA-p1,-3.671823,5.823723900589792,0.3766163059191028,intraflagellar transport protein 81,785646.125,756875.375,742274.8125,982980.6875,1079339.125,983935.9375
884,Tb927.10.2650:mRNA-p1,-13.780049,5.527489311388557,0.819358097270168,"hypothetical protein, conserved",280319.625,288285.875,301894.90625,589667.5625,655543.5625,579404.625
885,Tb927.10.2660:mRNA-p1,10.78284,5.4041579871079595,0.7567386572794152,"hypothetical protein, conserved",411008.1875,458705.625,427140.625,284909.84375,209486.34375,237579.203125
886,Tb927.10.2670:mRNA-p1,3.296221,5.765359236891828,0.3445926165027702,"hypothetical protein, conserved",896334.125,927149.8125,886114.5,662271.75,623574.5,665222.9375
887,Tb927.10.2690:mRNA-p1,-0.778603,5.1831504805681945,0.10826188777230526,"Trafficking protein Mon1, putative",193831.59375,245218.15625,137060.09375,173332.171875,333279.75,136932.421875
888,Tb927.10.270:mRNA-p1;Tb927.9.15420:mRNA-p1,7.330956,7.158213270094516,0.595611064469456,"60S ribosomal protein L32, putative;60S ribosomal protein L32",24664716.0,24067974.0,22203630.0,13933123.0,15010451.0,15280516.0
889,Tb927.10.2700:mRNA-p1,1.718243,5.8897125923053455,0.22374205153632334,predicted WD40 repeat protein,983329.5,1296630.25,1264247.125,1021069.5,864115.8125,776464.5
890,Tb927.10.2720:mRNA-p1,0.441974,6.363189683750345,0.05990207376891311,"hypothetical protein, conserved",2027913.0,2055039.375,5719843.5,1409129.75,3833687.25,3416413.5
891,Tb927.10.2730:mRNA-p1,2.823841,4.780985362988641,0.31078884592134565,"START domain containing protein, putative",83987.3515625,78148.640625,116900.8125,73988.1328125,42477.3984375,87630.5390625
892,Tb927.10.2750:mRNA-p1,0.42697,5.303567869059413,0.058289851058353645,deoxyhypusine synthase,244883.34375,235709.09375,392447.75,312199.0,227189.59375,196937.671875
893,Tb927.10.2760:mRNA-p1,-35.563528,4.555689927664898,1.2330669061627162,"ATPase family associated with various cellular activities (AAA), putative",18744.9296875,29184.16796875,18252.373046875,77714.5859375,69454.171875,74234.5390625
894,Tb927.10.2780:mRNA-p1,-0.764245,5.337698314583167,0.1060053455035401,DNA-directed RNA polymerase III subunit C1,282443.9375,208505.484375,356265.8125,322009.4375,279501.53125,292220.96875
895,Tb927.10.2790:mRNA-p1,80.541642,4.575879236950525,1.80799040734633,"Conserved oligomeric complex COG6, putative",71831.7265625,59951.2734375,130448.7578125,18891.076171875,8423.994140625,11723.0888671875
896,Tb927.10.2810:mRNA-p1,0.353671,6.648225883299306,0.046259632144142256,"hypothetical protein, conserved",5985814.0,5999941.0,6482835.0,5771615.5,5885784.0,5463004.0
897,Tb927.10.2840:mRNA-p1;Tb927.3.1370:mRNA-p1,4.739101,6.611714108437294,0.4534449987857024,"ribosomal protein S25, putative;40S ribosomal protein S25, putative",7065467.0,6173772.0,6325259.5,4251642.5,4149653.0,4753499.5
898,Tb927.10.2860:mRNA-p1,0.514277,5.76788390802985,0.07204481138933409,POC1 centriolar protein homolog,850313.1875,850464.125,776483.3125,744819.3125,742151.75,723608.625
899,Tb927.10.2880:mRNA-p1,5.347442,6.397673410723386,0.47607153172659733,"Voltage-dependent calcium channel subunit, putative",4067763.0,4180698.0,4005996.0,3715249.75,1906963.25,2111043.5
900,Tb927.10.290:mRNA-p1,12.232792,5.120361491193213,0.7747682777853537,"proteasome alpha 2 subunit, putative",228511.515625,223958.875,229064.546875,118168.7578125,104226.484375,151542.96875
901,Tb927.10.2900:mRNA-p1,-0.657461,5.725699919215291,0.09039048950983113,"importin beta-1 subunit, putative",770765.3125,682213.375,666562.625,714699.25,674348.8125,745324.75
902,Tb927.10.2910:mRNA-p1,0.737172,5.584589240967233,0.10138998751971183,splicing factor PTSR1 interacting protein,485583.875,606276.5,562064.875,642849.25,381156.5625,395883.21875
903,Tb927.10.2920:mRNA-p1,69.048463,5.12384310633002,1.7647241233129476,SUMO-interacting motif-containing protein,208594.15625,329254.90625,353256.25,32290.140625,75670.5703125,64902.63671875
904,Tb927.10.2930:mRNA-p1,3.873705,4.919194538566495,0.3930707376088485,"hypothetical protein, conserved",130306.453125,129622.09375,130634.2890625,84691.3671875,89413.5625,99500.2734375
905,Tb927.10.2940:mRNA-p1,-0.338613,4.552212807761212,0.043601031883956545,"Soluble NSF attachment protein, SNAP, putative",24532.857421875,31170.40234375,89487.765625,45113.375,46331.265625,48655.71875
906,Tb927.10.2950:mRNA-p1,0.453589,5.59815762902592,0.061600372851255046,"hypothetical protein, conserved",525545.4375,553165.375,587215.125,502014.8125,515138.15625,488284.84375
907,Tb927.10.2980:mRNA-p1;Tb927.10.3030:mRNA-p1,-0.453511,5.779982684036963,0.061600372851255046,proteasome regulatory non-ATPase subunit 11;proteasome regulatory non-ATPase subunit 11,836042.4375,829296.875,791213.125,773925.625,799104.0,790690.6875
908,Tb927.10.2990:mRNA-p1,-2.91515,5.05746768283539,0.3180265083521224,nuclear cap binding complex subunit CBP110,127479.453125,128428.515625,147513.546875,169705.0625,172889.96875,167155.84375
909,Tb927.10.300:mRNA-p1,-0.452786,4.972721886390208,0.061600372851255046,mitochondrial calcium uniporter,169807.65625,105338.59375,107866.5,164978.390625,99144.078125,104152.03125
910,Tb927.10.3000:mRNA-p1,-0.891257,5.252119587350004,0.12375905925240413,"Orofaciodigital syndrome 1-like protein, putative",222167.28125,247595.96875,231490.1875,230245.328125,257674.15625,240400.046875
911,Tb927.10.3010:mRNA-p1,-0.908649,5.792100124418539,0.1267956907229593,"hook complex protein, conserved",819809.5,811827.5625,798571.25,822323.1875,849675.0625,854452.875
912,Tb927.10.3020:mRNA-p1,-1.806362,5.340246250817093,0.23165794135546666,"hypothetical protein, conserved",246126.390625,273543.0625,290208.15625,337197.4375,287125.96875,316990.09375
913,Tb927.10.3040:mRNA-p1,-2.943912,4.998272908943067,0.31930197030236496,succinate dehydrogenase subunit,132819.65625,111425.7578125,107799.3515625,156088.5,142350.328125,146331.125
914,Tb927.10.3070:mRNA-p1,3.658566,5.3998035520481125,0.375387924487024,"hypothetical protein, conserved",395654.375,393454.65625,389909.71875,293051.125,308886.25,227633.265625
915,Tb927.10.3080:mRNA-p1,-30.354099,5.553096348816566,1.115657852352941,"methionine biosynthetic protein, putative",204542.359375,215698.875,303145.96875,683211.3125,708559.6875,743647.375
916,Tb927.10.3090:mRNA-p1,-1.81365,5.469105626687059,0.23237668382681945,"hypothetical protein, conserved",317590.84375,392209.03125,386737.125,406858.65625,426498.21875,426205.28125
917,Tb927.10.310:mRNA-p1,4.217521,4.947478524424964,0.4155217737364712,pumillio/PUF RNA binding protein 3,118473.8671875,140679.8125,162829.9375,92153.75,96140.109375,98585.5703125
