Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,SLBP12_A,SLBP12_B,SLBP12_C,SLBP12TET_A,SLBP12TET_B,SLBP12TET_C
221,Tb11.v5.0331.1-p1;Tb11.v5.0332.1-p1;Tb927.10.8490;Tb927.10.8500;Tb927.10.8510;Tb927.10.8520;Tb927.10.8530,0.0988311287256884,21.8283846350536,0.010566994881161041,"Tb11.v5.0331.1-p1;Tb11.v5.0332.1-p1;glucose transporter, putative;glucose transporter, putative;glucose transporter, putative;glucose transporter, putative;glucose transporter 2A",21.481179945190185,21.84296952657793,22.280869205074907,22.304451635876184,21.55873956224765,21.445334092542147
222,Tb11.v5.0338.1-p1;Tb927.10.5090,-0.0953581900447666,20.329583318527,0.030569593051407933,Tb11.v5.0338.1-p1;Enriched in surface-labeled proteome protein 18,20.28603208178314,20.29229791392262,19.99618097386533,20.16797007168353,20.291306506537147,20.40130896148472
223,Tb11.v5.0339.1-p1;Tb927.10.5080,0.159461623382033,24.7361559001715,0.17703014087688243,Tb11.v5.0339.1-p1;GPI transamidase component Tta2,24.849375040272356,24.834719253156997,25.029709357714022,24.856107534067807,24.675870664981648,24.703440581947817
224,Tb11.v5.0340.1-p1;Tb927.10.5070,0.0546136999251949,22.1609607408893,0.009118468890084759,"Tb11.v5.0340.1-p1;ribonuclease H, putative",21.95256106964217,22.22236186100276,22.56711624083087,22.579028478535324,22.107314810390307,21.89185478277457
225,Tb11.v5.0341.1-p1;Tb927.10.5060,-0.082641898698828,19.6704415046683,0.010566994881161041,"Tb11.v5.0341.1-p1;Protein of unknown function (DUF3592), putative",19.854470190958903,19.74446654726434,19.80733633533954,20.04894531461356,19.852586905544392,19.752666549501324
226,Tb11.v5.0342.1-p1;Tb927.10.5040,0.0778337606502291,22.351904314592,0.009118468890084759,"Tb11.v5.0342.1-p1;chaperone protein DnaJ, putative",22.675285904166437,22.53300834156909,22.010611374515904,21.679055829207694,22.79146516661964,22.514883342473414
227,Tb11.v5.0356.1-p1;Tb927.1.1240,-0.0868518134347163,24.9664901892094,0.014326555743960755,"Tb11.v5.0356.1-p1;cytidine triphosphate synthase, putative",24.757130489161288,24.96042514585548,25.29578422609681,25.44422167892699,25.023890743840155,24.80578287865059
228,Tb11.v5.0357.1-p1;Tb927.1.1270,0.133892828756348,22.259421842366,0.15784489319818193,"Tb11.v5.0357.1-p1;homocysteine S-methyltransferase, putative",22.274424117105035,22.3507369510896,22.54716656183672,22.33236738880066,22.22604042090848,22.21224133405317
229,Tb11.v5.0359.1-p1;Tb927.10.15780,-0.308657787866128,16.5083261735735,0.06425538695650121,"Tb11.v5.0359.1-p1;hypothetical protein, conserved",16.28591834990792,16.278562366884728,16.729425631807903,16.560652170786923,17.172635901875545,16.486591639536467
230,Tb11.v5.0364.1-p1,0.126920856786988,25.3145924490288,0.2470355493408359,Tb11.v5.0364.1-p1,25.381369692236905,25.36828261384232,25.53515603076206,25.39854105865979,25.235485114743494,25.27001959307704
231,Tb11.v5.0365.1-p1,0.0751584346182881,25.9037861030951,0.051170747333557025,Tb11.v5.0365.1-p1,25.86681471790691,25.898040305887548,25.80598670688389,25.619834151662005,25.818356374156984,25.90717590100449
232,Tb11.v5.0366.1-p1,0.0390327634497893,26.3272372297327,0.012275266511237566,Tb11.v5.0366.1-p1,26.251967980147256,26.398680736283893,26.502439566979685,26.43545067146132,26.30661422226122,26.293925099338946
233,Tb11.v5.0372.1-p1;Tb927.1.1310,-0.0033380904710718,23.5076952717046,0.0019173812674397734,"Tb11.v5.0372.1-p1;transmembrane protein, conserved",23.63260300834034,23.497977006648647,23.588940915001874,23.58471020973742,23.53502333144604,23.60980166022061
234,Tb11.v5.0373.1-p1;Tb927.1.1300,-0.08773354122998,21.1198312518648,0.010566994881161041,"Tb11.v5.0373.1-p1;hypothetical transmembrane protein, conserved",20.98737121418159,21.08162236903004,20.91176644036907,21.19603603583788,20.6290430428852,21.418881568547544
235,Tb11.v5.0384.1-p1;Tb927.1.1130,-0.139724499568015,21.7717651834942,0.14831760192214402,"Tb11.v5.0384.1-p1;glycerol-3-phosphate dehydrogenase (FAD-dependent), putative",21.71757834724128,21.862639663419703,21.62704512592611,21.994769816740728,21.778155557008628,21.853511261541765
236,Tb11.v5.0387.1-p1;Tb927.11.1180,-0.131587390941455,23.5734550424715,0.08312416363894765,"Tb11.v5.0387.1-p1;cdc2-related kinase 6, putative",23.605038615940508,23.56613314937859,23.166174133515216,23.376286830943787,23.68713780559788,23.668683435117025
237,Tb11.v5.0388.1-p1;Tb927.11.1190,0.0567827920913899,19.0424240676938,0.010566994881161041,Tb11.v5.0388.1-p1;PHD finger domain protein 2,19.03025511814313,19.07087680361708,18.929511046616145,18.646024327973915,19.068905155031054,19.145365109097217
238,Tb11.v5.0391.1-p1;Tb927.1.1370,0.121858135145029,24.2259149841549,0.15992604590587578,"Tb11.v5.0391.1-p1;rRNA biogenesis protein, putative",24.299400760265527,24.1927088378709,24.41962682927373,24.264098488900924,24.071135789905103,24.21092774316904
239,Tb11.v5.0394.1-p1,0.343643355967679,24.596553242158,0.13362953600464736,Tb11.v5.0394.1-p1,24.944018821961045,24.74987459783635,24.338757352179027,23.654183920842375,24.74325419462893,24.604282588602075
240,Tb11.v5.0396.1-p1;Tb927.10.16170,-0.262441241353539,22.0239638246886,0.6678738793214908,"Tb11.v5.0396.1-p1;potassium voltage-gated channel, putative",21.822141564604284,21.910315991415416,21.976998358327705,22.32136800812093,22.0268823001964,22.1485293300907
241,Tb11.v5.0397.1-p1;Tb927.10.16150,0.0280771615465873,23.097701672977,0.007599124341334115,"Tb11.v5.0397.1-p1;ATP-dependent zinc metallopeptidase, putative",23.088346602245707,23.118203342734,22.862587276910205,22.74508515814308,23.075488028902143,23.164332550204925
242,Tb11.v5.0402.1-p1,-0.412904093102583,17.7907005335165,0.09652480957817472,Tb11.v5.0402.1-p1,18.01799533620726,17.299783052895968,18.341149065544425,18.967400480355224,18.310103438523296,17.620135815076882
243,Tb11.v5.0406.1-p1;Tb927.10.15910,-0.10624041448245,27.0997899156857,0.05089019845497194,Tb11.v5.0406.1-p1;Glycerol uptake protein 1,27.07396595309605,27.007571660186542,27.264378980229864,27.46794126877628,27.060502213208142,27.13619435497539
244,Tb11.v5.0412.1-p1,-0.212922827431093,19.9360343378678,0.12871924086388076,Tb11.v5.0412.1-p1,20.065134534297744,20.003730614305105,19.64093235660704,20.113027035578853,19.965092722935207,20.27044622898913
245,Tb11.v5.0414.1-p1;Tb927.10.540,0.1546739397672,29.5004909202891,0.24877183646958909,"Tb11.v5.0414.1-p1;ATP-dependent RNA helicase SUB2, putative",29.611517224554287,29.494824369973635,29.54904260174348,29.192394362965214,29.506206825970576,29.49276118803401
246,Tb11.v5.0420.1-p1;Tb927.10.14490,0.150736597241686,27.3614993973272,0.36469485507960747,"Tb11.v5.0420.1-p1;hypothetical protein, conserved",27.46143270889036,27.42480121905729,27.571796154351546,27.44878263611987,27.248593725871224,27.30844392858304
247,Tb11.v5.0421.1-p1;Tb927.5.350,-0.0682223844231444,24.8410559594828,0.08521750316682115,"Tb11.v5.0421.1-p1;75 kDa invariant surface glycoprotein, putative",24.8282631200955,24.74974948185294,24.75923840351506,24.810658483237606,24.88513055504585,24.84612912044948
248,Tb11.v5.0422.1-p1,0.0752343695976414,25.0142315305274,0.010566994881161041,Tb11.v5.0422.1-p1,24.929482186066608,25.063159816229085,25.487680596062887,25.458806054252427,24.95739730664252,24.83841612867071
249,Tb11.v5.0426.1-p1;Tb927.1.1640,0.0888209824162693,25.5090375200468,0.04285633018564272,"Tb11.v5.0426.1-p1;hypothetical protein, conserved",25.543667366005614,25.549054340622583,25.744005897618685,25.71248146749584,25.40912665770292,25.448656531799323
250,Tb11.v5.0427.1-p1;Tb927.10.15850,0.0877630784947492,24.8470826039252,0.07622169164312942,Tb11.v5.0427.1-p1;Peroxisome biogenesis factor 12,24.884160296338795,24.88755978425849,24.656779976336573,24.606655653325983,24.70280473259978,24.85575043552384
251,Tb11.v5.0434.1-p1;Tb927.10.15390,-0.0362439415514899,23.9924387977668,0.018559868513954816,Tb11.v5.0434.1-p1;Flagellum attachment zone protein 7,23.97116827836761,23.94600386098754,24.05695047272413,24.090407283035763,24.022529503202705,23.96991765049529
252,Tb11.v5.0435.1-p1;Tb927.11.3650,0.0396617690237946,29.2143574198297,0.010566994881161041,"Tb11.v5.0435.1-p1;adenylosuccinate synthetase, putative",29.25238915784028,29.21949230751093,29.50072530780552,29.556878070148965,29.215044150342717,29.08169924559365
253,Tb11.v5.0436.1-p1;Tb927.1.1030,0.104595117527932,22.9512175420864,0.030569593051407933,Tb11.v5.0436.1-p1;Nucleolar protein 49,22.99803649311948,22.98855954834773,22.69666849999804,22.461817756208625,22.916160765254077,22.991500667418755
254,Tb11.v5.0446.1-p1;Tb927.10.10310,-0.134734108809148,18.8495968862001,0.10838014965383931,"Tb11.v5.0446.1-p1;hypothetical protein, conserved",18.980518339094388,18.81268202481643,18.73683441592555,18.95645990654117,18.904760595821628,19.07301660390102
255,Tb11.v5.0454.1-p1;Tb927.10.8750,0.0693372589858114,19.0555913554573,0.010566994881161041,"Tb11.v5.0454.1-p1;GTPase activating protein, putative",19.27058422721531,19.21695021783153,18.94015318018932,19.23384001548653,18.78242567496505,19.203410157827147
256,Tb11.v5.0464.1-p1;Tb927.1.1560,-0.0214967820161895,27.4356510192985,0.006559715603984997,"Tb11.v5.0464.1-p1;vesicular-fusion protein nsf, putative",27.41865403061408,27.37454068949033,27.64069333688416,27.70460203452117,27.43012521615292,27.36365115236307
257,Tb11.v5.0465.1-p1;Tb927.10.15650,0.0946328818358246,20.7915212677284,0.0650892567557043,Tb11.v5.0465.1-p1;Mitoribosomal SSU assembly factor 11,20.626714323239383,20.81556251674195,20.899189342431693,20.62374379086252,20.69944748270975,20.73437626333328
258,Tb11.v5.0468.1-p1,-0.183606230176022,24.4759992001766,0.028799260611507865,Tb11.v5.0468.1-p1,24.473581486432785,24.423512429087044,24.25934106085041,24.47277554677069,24.27268331552796,24.96179480459964
259,Tb11.v5.0469.1-p1;Tb927.1.2330;Tb927.1.2350;Tb927.1.2370;Tb927.1.2390,0.0163984078287811,34.6395854603007,0.005916067467426558,Tb11.v5.0469.1-p1;beta tubulin;beta tubulin;beta tubulin;beta tubulin,34.654701810825486,34.66780649555935,34.95349448176233,35.01615680796393,34.66419008850207,34.54646066819484
260,Tb11.v5.0474.1-p1;Tb927.3.3290,-0.116538352673697,22.7519146075132,0.15467000081108473,"Tb11.v5.0474.1-p1;protein kinase, putative",22.704828643710066,22.661889489737693,22.50450730032943,22.70747739979495,22.816048095767243,22.69731499623607
261,Tb11.v5.0477.1-p1,-0.0341186772374442,16.4329057575782,0.004665521797434486,Tb11.v5.0477.1-p1,16.571260274641155,16.560295079474496,16.03521533175851,16.802886684386287,16.552201588157885,15.914038445042324
262,Tb11.v5.0480.1-p1,-0.0342271374126746,25.6653181111388,0.010566994881161041,Tb11.v5.0480.1-p1,25.558279069260045,25.76167841125538,25.630147716974445,25.563455090515475,25.77871607874414,25.71061544046829
263,Tb11.v5.0481.1-p1;Tb927.10.15380,0.204424846534621,21.8383969226105,0.2091973441717126,"Tb11.v5.0481.1-p1;U3 snoRNA-associated protein UTP11, putative",22.00302806206985,22.00092612189827,21.8588153384768,21.46083704253507,21.807242202919937,21.98141573738604
264,Tb11.v5.0487.1-p1,0.0597823618586339,24.7171856142541,0.010566994881161041,Tb11.v5.0487.1-p1,24.743651554015784,24.679629338254784,25.072592118257862,25.12445344645531,24.57984791818708,24.612224560310143
265,Tb11.v5.0489.1-p1,0.163142058299162,24.050857071576,0.10838014965383931,Tb11.v5.0489.1-p1,24.33846620552675,24.23397752516408,23.877619124177084,23.85099291570001,24.070189589045047,24.039454175225355
266,Tb11.v5.0495.1-p1,0.217629002136448,19.8120317980251,0.1402260849787857,Tb11.v5.0495.1-p1,20.132446856212987,19.754352618300526,19.78448511227568,19.82705037201607,19.44089391977685,19.75045328858694
267,Tb11.v5.0500.1-p1;Tb927.10.660,-0.0723037995417961,25.1180777295406,0.028799260611507865,"Tb11.v5.0500.1-p1;2-oxoisovalerate dehydrogenase alpha subunit, putative",25.05481840370596,25.05478039794443,25.348431968386432,25.396888143180902,25.058063128058627,25.21999089742268
268,Tb11.v5.0501.1-p1;Tb927.10.3940,0.0408179959622714,31.2525779783082,0.017268675387951106,"Tb11.v5.0501.1-p1;40S ribosomal protein S3A, putative",31.22972599087609,31.204982397000396,31.400916955472187,31.294507313239198,31.232981590921263,31.18568245130139
269,Tb11.v5.0502.1-p1;Tb927.10.3920,-0.165452695498448,23.3739087376016,0.028799260611507865,"Tb11.v5.0502.1-p1;hypothetical protein, conserved",23.423302916814706,23.39646239057736,22.730090856160384,22.88899996818189,23.72069798519141,23.43651629667448
270,Tb11.v5.0507.1-p1,-0.121697718453266,23.9689819880011,0.13522525874411906,Tb11.v5.0507.1-p1,23.855203537669592,23.901245451263524,23.767958566640715,23.97188302360682,24.06767396733929,23.84994371998753
271,Tb11.v5.0510.1-p1;Tb11.v5.0511.1-p1,-0.150026406146635,15.1543446625576,0.017268675387951106,Tb11.v5.0510.1-p1;Tb11.v5.0511.1-p1,15.21147010918208,15.438736592268745,15.158244189912544,15.659236060892525,15.55137564625916,15.047918402651586
272,Tb11.v5.0512.1-p1;Tb927.10.2180,0.0764163396781719,23.5002100043051,0.02771237691131461,"Tb11.v5.0512.1-p1;Rtr1/RPAP2 family, putative",23.417212018953524,23.50829568709194,23.798538751190677,23.66687761394273,23.34864942951821,23.47927039474068
273,Tb11.v5.0514.1-p1;Tb927.11.9000,0.295801720769603,23.4301983519913,0.14475667617782614,"Tb11.v5.0514.1-p1;cation transporter, putative",23.564955636464912,23.828142183280544,23.04626456156872,23.17089929625501,23.055137556232424,23.32592036651794
274,Tb11.v5.0516.1-p1;Tb927.10.6880,-0.105263903723106,29.7899720529666,0.03806788421711128,"Tb11.v5.0516.1-p1;glyceraldehyde 3-phosphate dehydrogenase, cytosolic",29.77187673382384,29.665964669601824,30.046229536387617,30.213765730297894,29.78818727083458,29.79790964985013
275,Tb11.v5.0520.1-p1,0.359584333018166,17.6445596865858,0.10838014965383931,Tb11.v5.0520.1-p1,17.749314498241425,17.798674350724877,18.372999219318785,18.35147900534373,17.29157221950302,17.19918384438384
276,Tb11.v5.0522.1-p1;Tb927.9.15350,-0.0906372675577565,15.1754772474609,0.010566994881161041,"Tb11.v5.0522.1-p1;hypothetical protein, conserved",14.96073378321661,15.128839772870606,15.41596071240371,15.044386276125046,15.075366042803406,15.65769375223574
277,Tb11.v5.0523.1-p1;Tb927.1.780,-0.0230880004724767,24.979527521827,0.007276130122645572,Tb11.v5.0523.1-p1;leucine-rich repeat-containing protein,24.977813544655213,24.81392753989456,25.101127359913864,25.126811840592037,24.85858032729345,24.976740277995585
278,Tb11.v5.0527.1-p1;Tb927.10.16110,-0.0038988131295028,25.9806405051077,0.0017432599208182917,Tb11.v5.0527.1-p1;component of motile flagella 1,25.861286460439448,25.95772009605552,26.337034624747574,26.39218332739837,25.904428336862896,25.871125956369784
279,Tb11.v5.0530.1-p1;Tb927.9.3630,-0.0065940271185738,25.5888509498882,0.0031195632317140114,"Tb11.v5.0530.1-p1;BSD domain containing protein, putative",25.57311699615777,25.61228625646699,25.77866073574058,25.87433320057707,25.604205129192955,25.505307739951025
280,Tb11.v5.0531.1-p1;Tb927.10.5620,0.103806805147713,33.1868236349586,0.08806032413476474,"Tb11.v5.0531.1-p1;fructose-bisphosphate aldolase, glycosomal",33.255658889168224,33.24212170730887,33.51960428575943,33.2797554016532,33.16105039142865,33.26515867371153
281,Tb11.v5.0533.1-p1,0.410296494204234,15.9019135364661,0.08816485811343086,Tb11.v5.0533.1-p1,16.420143723671877,15.21998902593429,16.685470059824386,16.002616045078824,15.585747348568008,15.50634993317101
282,Tb11.v5.0537.1-p1,0.0890991826953034,23.5671340243778,0.014748979861480318,Tb11.v5.0537.1-p1,23.49876207067015,23.58270825772492,24.070748727767224,23.74107814799988,23.478320413150897,23.66552294692561
283,Tb11.v5.0538.1-p1;Tb927.8.4970;Tb927.8.4980;Tb927.8.4990;Tb927.8.5000;Tb927.8.5010,0.340680979472666,31.0133928235046,1.4870042367452019,Tb11.v5.0538.1-p1;Paraflagellar rod protein 2-1;Paraflagellar rod protein 2-2;Paraflagellar rod protein 2-3;Paraflagellar rod protein 2-4;Paraflagellar rod protein 2-5,31.095944623310533,31.145887168174937,31.315670708679026,30.75499934818282,30.90126049551937,30.879199718044312
284,Tb11.v5.0539.1-p1;Tb927.10.6830,-0.009359393877272,25.1059199862987,0.004804845225692273,Tb11.v5.0539.1-p1;bardet-biedl syndrome 4 protein,25.173534202627547,25.150905854934813,25.232342425180345,25.321072840670265,25.166975623647154,25.09681220005711
285,Tb11.v5.0540.1-p1,-0.0224995741195464,28.9537728824422,0.007276130122645572,Tb11.v5.0540.1-p1,28.934771374007607,29.01987476805554,29.185860134668587,29.244493685871856,28.95798456328237,29.00552674993617
286,Tb11.v5.0543.1-p1;Tb927.10.10890;Tb927.10.10900;Tb927.10.10920;Tb927.10.10940;Tb927.10.10950;Tb927.10.10960,0.158633020384286,32.8579790705306,0.19263821077507218,"Tb11.v5.0543.1-p1;heat shock protein, putative;heat shock protein, putative;heat shock protein, putative;heat shock protein, putative;heat shock protein, putative;heat shock protein, putative",32.93001251548744,32.89565841639953,33.20802745946017,33.020726901072955,32.75265376664823,32.78441866247308
287,Tb11.v5.0544.1-p1;Tb927.11.15470,-0.0962045926014454,19.0903022633966,0.1137610886653573,Tb11.v5.0544.1-p1;methionyl-tRNA formyltransferase,19.052294608532023,19.139183783145068,19.01247321428936,19.09748522104576,19.17673227750304,19.218347885221995
288,Tb11.v5.0551.1-p1,0.263433082525722,22.5678955902229,0.04187392130684583,Tb11.v5.0551.1-p1,22.312753932237143,22.70766827226013,22.99180130329963,23.01222170426778,21.73210582505,22.47759673090196
289,Tb11.v5.0553.1-p1,-0.0550414750439714,23.1666462843034,0.017268675387951106,Tb11.v5.0553.1-p1,23.2124372649548,23.01381841504097,22.964432616847493,22.987813928205156,23.069501456196782,23.298497337573234
290,Tb11.v5.0563.1-p1;Tb927.10.13270,0.0813557075632474,23.7583135210931,0.022418720895780005,"Tb11.v5.0563.1-p1;Periodic tryptophan protein 2 homolog, putative",23.79403241741014,23.763359368889816,23.98336422583716,24.086203942732627,23.61236111421837,23.59812383249639
291,Tb11.v5.0564.1-p1,0.0225261405822721,24.9741893219512,0.006559715603984997,Tb11.v5.0564.1-p1,24.905619709581973,25.077905857335477,25.261347294586525,25.238031111004656,24.96287709845127,24.976386230301237
292,Tb11.v5.0566.1-p1;Tb927.10.11240,0.10346046772198,22.2094139275549,0.01883639028710998,"Tb11.v5.0566.1-p1;hypothetical protein, conserved",22.231019329424097,22.01352164655639,22.329234419246152,21.913737386652187,22.115653539053092,22.2340030663554
293,Tb11.v5.0569.1-p1;Tb927.8.4700;Tb927.8.4720;Tb927.8.4740;Tb927.8.4710;Tb927.8.4730,-0.13275753062948,22.1640769523505,0.07428402910582228,"Tb11.v5.0569.1-p1;amino acid transporter, putative;amino acid transporter, putative;amino acid transporter, putative;amino acid transporter, putative;amino acid transporter, putative",22.1979794880453,22.023699949849828,22.13304664110316,22.48085831494879,22.04431168889269,22.22782866704522
294,Tb11.v5.0570.1-p1,-0.0091764734269865,19.1796821385784,0.0019384691826918783,Tb11.v5.0570.1-p1,18.70797259570205,19.29945354052253,19.15663494411734,19.159735307143453,18.885679990166324,19.146175203313128
295,Tb11.v5.0574.1-p1;Tb927.5.2540,0.175398600618607,22.4955191978627,0.1661205337101443,"Tb11.v5.0574.1-p1;Organic solute transport protein 1, putative",22.53256159972302,22.574124350213346,22.387305647953895,22.03090609582017,22.476568838623976,22.4603208615903
296,Tb11.v5.0577.1-p1,0.483885366931219,20.7845962325874,0.4355028610878087,Tb11.v5.0577.1-p1,20.948900369110117,21.112756909628136,20.829377522420867,20.77025345354172,20.41517207855719,20.253953168266552
297,Tb11.v5.0580.1-p1;Tb927.10.7100,0.317358856313096,21.549782461806,0.5820327072610826,Tb11.v5.0580.1-p1;delta-4 fatty acid desaturase,21.87535534175901,21.795357830603443,22.079404188585876,21.869749975136205,21.391508717852616,21.536782099020225
298,Tb11.v5.0581.1-p1,0.21388089708859,23.5387208394747,0.24968396483412747,Tb11.v5.0581.1-p1,23.6554765947902,23.64758493272964,23.429836476918474,23.08287692763368,23.48178316052075,23.52659522501811
299,Tb11.v5.0587.1-p1;Tb927.11.4610,0.0191900888697596,28.0279479171683,0.006559715603984997,Tb11.v5.0587.1-p1;protein kinase A regulatory subunit,28.03290087248708,28.06964173957728,28.18024921608825,28.25693158353762,28.026566334252585,27.941723643753104
300,Tb11.v5.0590.1-p1;Tb927.7.5620,-0.343635452560221,21.914156158582,0.15094528482407674,Tb11.v5.0590.1-p1;SET domain protein 19,21.721457928030148,22.037230284824147,21.467432997954734,22.324408684548597,22.24794068636319,21.684678197577902
301,Tb11.v5.0594.1-p1,0.0222106303223875,23.5638557103801,0.006037440985521569,Tb11.v5.0594.1-p1,23.71762108157196,23.647746233821305,23.3308250749958,23.42341236546708,23.596302914095794,23.609845219859025
302,Tb11.v5.0601.1-p1;Tb927.8.1610;Tb927.8.1620;Tb927.8.1630,0.369213766173878,16.4864167611073,0.24877183646958909,"Tb11.v5.0601.1-p1;MSP-B, putative;MSP-B, putative;MSP-B, putative",16.605490579667432,16.94095247262169,16.624431769727828,16.242715723073662,16.229513376408825,16.59100442401283
303,Tb11.v5.0611.1-p1;Tb927.7.2570,0.116403749321826,25.7045313247162,0.05089019845497194,Tb11.v5.0611.1-p1;RNA-editing substrate binding complex protein RESC1,25.78774829581507,25.744892265240008,26.04357571896276,26.01639180162301,25.49965354976436,25.710959680665
304,Tb11.v5.0612.1-p1;Tb927.7.7070,0.106430923492248,26.086160888461,0.25450096806169004,"Tb11.v5.0612.1-p1;MYND finger, putative",26.17967420045211,26.11419621137273,26.151208918857723,26.046080693911552,26.058969670176246,26.02073619611802
305,Tb11.v5.0620.1-p1,0.189280016401611,22.3779393768538,0.017169686082591555,Tb11.v5.0620.1-p1,22.4747355312663,22.523394758475884,21.814644742480866,21.12832365979932,22.376567692465724,22.740043630753178
306,Tb11.v5.0624.1-p1,-0.0361866539744184,26.7350026879911,0.010566994881161041,Tb11.v5.0624.1-p1,26.698574988460045,26.653097431669856,26.979846418933175,26.98555174001216,26.727004594525155,26.727522466449027
307,Tb11.v5.0626.1-p1;Tb927.10.14800,-0.162497753132509,24.7502633817946,0.3742600221166675,"Tb11.v5.0626.1-p1;mitogen-activated protein kinase 9, putative",24.6731697370608,24.70774294169332,24.540055777093286,24.74731315678847,24.89590834675285,24.76524021170361
308,Tb11.v5.0631.1-p1;Tb927.10.960,0.0346225588651308,23.1353416885162,0.009118468890084759,Tb11.v5.0631.1-p1;U4/U6-specific protein PRP4,23.175106725638354,23.070964832302764,23.40849765978009,23.45312512688468,23.04790152840592,23.04967488583522
309,Tb11.v5.0632.1-p1;Tb927.8.660,-0.0741399018677598,21.0352800555775,0.010566994881161041,"Tb11.v5.0632.1-p1;Sel1 repeat, putative",20.75273479742332,20.73432650525812,20.74213672835964,20.333473778729864,21.17199591628801,20.94614804162648
310,Tb11.v5.0636.1-p1;Tb927.10.14890,-0.0178597174364299,30.3617306658814,0.009118468890084759,"Tb11.v5.0636.1-p1;C-terminal motor kinesin, putative",30.40159860427931,30.30224533355601,30.38188010163677,30.41896561505409,30.397102916113987,30.32323466061328
311,Tb11.v5.0637.1-p1;Tb927.10.380,-0.223323111005822,22.4330125727044,0.5043703201922642,Tb11.v5.0637.1-p1;kinetoplast ribosomal PPR-repeat containing protein 5,22.19013108593497,22.337090507006707,22.309197704830314,22.59801882584853,22.351041307311327,22.557328497629594
312,Tb11.v5.0638.1-p1;Tb927.10.1050,-0.0467326157205612,28.416544046495,0.010566994881161041,"Tb11.v5.0638.1-p1;serine peptidase, Clan SC, Family S10",28.45762840721235,28.321440754091977,28.71105671600143,28.868661644570786,28.37356917113646,28.38809290876019
313,Tb11.v5.0639.1-p1;Tb927.5.1230,0.266514595912547,24.9833028964885,0.18289218510499855,"Tb11.v5.0639.1-p1;hypothetical protein, conserved",25.10359725600712,25.044692977809536,24.94994457251614,24.27184352600538,24.96527597805325,25.061571514536546
314,Tb11.v5.0644.1-p1;Tb927.10.1940,-0.397939967537543,21.1298503101124,0.3902775111986881,"Tb11.v5.0644.1-p1;CAMK/CAMKL pseudokinase, putative",20.87610626560148,21.08132879225536,20.854664072636773,21.15908720346461,21.51223099853502,21.33460083110661
315,Tb11.v5.0650.1-p1;Tb927.10.2890,0.150014391344847,32.4950126436413,0.12388826537698854,Tb11.v5.0650.1-p1;enolase,32.5310960416477,32.54379334592504,32.85521738164855,32.7228261808827,32.3876454458552,32.36959196844886
316,Tb11.v5.0651.1-p1,-0.147311447805286,19.356211651397,0.02989981694838108,Tb11.v5.0651.1-p1,19.378665807902703,19.61529051783633,18.93790747011841,19.113645748861707,19.71630256312529,19.54384982728632
317,Tb11.v5.0652.1-p1;Tb927.7.3210,-0.0343674692553222,23.1152270142645,0.010566994881161041,"Tb11.v5.0652.1-p1;Pseudokinase, putative",23.019054894410445,23.118479717093663,23.1616491756154,23.226747194012063,23.13535168848421,23.040187312389207
318,Tb11.v5.0655.1-p1;Tb927.2.830:pseudogenic_transcript-p1,-0.0551972008377852,24.436862355837,0.010566994881161041,Tb11.v5.0655.1-p1;Tb927.2.830,24.501951139419845,24.53176066382565,24.075173771969656,24.17953682128702,24.555239243245094,24.539701113196408
319,Tb11.v5.0663.1-p1,-0.0628693883349207,22.0583436444967,0.024970149098106527,Tb11.v5.0663.1-p1,21.94819129475151,21.945841059559505,22.144165620281267,22.152058382550216,22.019862284000585,22.054885473046227
320,Tb11.v5.0670.1-p1,-0.0302912721033266,24.7298274907462,0.006559715603984997,Tb11.v5.0670.1-p1,24.696080007643754,24.88282168154597,25.0303348809466,25.042100204167543,24.96977218754648,24.688237994732283
321,Tb11.v5.0671.1-p1;Tb927.10.13010,0.0804181675672915,23.8402962285815,0.02989981694838108,Tb11.v5.0671.1-p1;cAMP-dependent protein kinase catalytic subunit 3,23.909830293281704,23.850173692888696,24.114268758149773,24.109241617014625,23.74274124919144,23.781035375412248
322,Tb11.v5.0680.1-p1;Tb927.10.9100,0.0016950504882586,22.6707544538668,0.0017432599208182917,"Tb11.v5.0680.1-p1;hypothetical protein, conserved",22.631048341674365,22.594555494560595,22.83867831770089,22.872881704795585,22.614190789301723,22.572124508373754
323,Tb11.v5.0684.1-p1;Tb927.10.2770,0.0511134188749409,26.455312937765,0.007276130122645572,"Tb11.v5.0684.1-p1;eukaryotic translation initiation factor 5, putative",26.500886663428783,26.519068737652805,26.04494054664743,25.77231689729785,26.631770113117064,26.50746868068927
324,Tb11.v5.0686.1-p1;Tb927.9.15380,-0.213337578651597,19.6298894722747,0.28805334791384485,Tb11.v5.0686.1-p1;nadh-ubiquinone oxidoreductase 39 kda subunit,19.606173281497032,19.646982249741683,19.37947268567324,19.82790524178146,19.688581534375995,19.75615417670928
325,Tb11.v5.0700.1-p1;Tb927.4.680,-0.0637928963917673,18.6510069603814,0.009118468890084759,"Tb11.v5.0700.1-p1;hypothetical protein, conserved",18.77866276167476,18.4070097408603,18.750113313407336,19.298421607742835,18.48511561153998,18.343627285834877
326,Tb11.v5.0707.1-p1;Tb927.10.8650,-0.0279303339725132,24.2299282101005,0.010566994881161041,"Tb11.v5.0707.1-p1;ran binding protein, putative",24.166837431637788,24.283825252522725,24.19316599201484,24.296291849195097,24.24694037088334,24.184387458014445
